"Guid","CurrencyIsoCode","Product_Utility_Key__c","SBQQ__Active__c","SBQQ__Product__c","SBQQ__UnitCost__c"
0498a646-a1e3-4363-9cbf-d636e7308172,GBP,01t4R00000O1XXaQANGBP,true,c2e0c529-b2e7-45f9-9e39-521b4a5a2f15,100.9265494718139
04d0c5eb-28e9-4ab2-85c2-d552d70f65ff,USD,01t4R00000O1XYSQA3USD,true,eddbc801-1ba3-4a76-9457-37a8b5aa366b,56.5728174561099232
050c5136-a413-4832-9a8e-7705dc86bf82,EUR,01t4R00000O1XWGQA3EUR,true,4433dca7-141f-409d-915c-73bd623dd080,450.10747888517457646
050cbb1a-4e4e-4d11-bcde-b060572fa432,USD,01t4R00000O1XX1QANUSD,true,8dade82b-383f-4925-8414-2601290c5ff9,78.8488667748546
0573391a-6520-4a92-86da-7e58213fefc8,EUR,01t1I000004NJh2QAGEUR,true,1b84bff7-67f7-4583-9890-134810144cf1,327.4908372684692
058eb103-7b76-4f8c-8123-8da9fd088746,USD,01t1I000003ApUwQAKUSD,true,6cf224a1-eae0-453f-9773-b11bb406b094,345.99734195883076
062e4e99-3be8-4f14-9631-7987ad8e1aa3,GBP,01t4R00000O1XXTQA3GBP,true,f6cd576b-77c5-4404-ab53-17caa771da15,2556.430506431755
063b7a68-c53d-4865-8cbf-9e6b92453556,USD,01t4R00000O1XXdQANUSD,true,ee0ed6b6-563e-4174-9b52-5cc761ff4393,707.16021820137404
065248b3-b629-4f01-a051-37e35e7d3be2,EUR,01t4R00000O1XXrQANEUR,true,cacb16ad-f1b3-4b57-a209-d38241ab00f3,0.0
06769864-4e49-40b0-92da-966337678949,AUD,01t1I000003ApUzQAKAUD,true,a760c6a7-9226-4ada-a75b-48f58e8b258e,1653.083757981645
06783c70-a5f9-42fa-86ba-93caa252ba66,EUR,01t1I000000JUVXQA4EUR,true,efb44851-c905-487b-97d6-e6ea5a7ebb27,66.02116324440894
067f77d1-9289-4c20-afbb-e16f1afc08d1,USD,01t1I000000JBA2QAOUSD,true,"#N/A",162.39186878238731744
06f76b8c-0a82-47f0-b237-99b20c82f3f8,USD,01t4R00000O1XXiQANUSD,true,bdbf266e-fd4e-4ebc-ac9f-9641869076bd,0.0
0709c341-8cfe-4c9b-9dce-a2737921ecba,AUD,01t4R00000O1XWVQA3AUD,true,37e7db78-8aac-406d-abb4-556ffd761045,219.19984963409578
074b677e-355d-4cbe-ba82-c22c844655b1,USD,01t1I000004NJgpQAGUSD,true,4d39ea07-9e7b-47dc-8f2f-d499db80324c,3939.7393957109075
076d9527-9f3e-4c56-bfbb-60baa8b185d4,GBP,01t1I000000JViEQAWGBP,true,134190ab-33f1-4eec-b593-9c8e4e547f86,1861.869104711197
0777ac93-ccdd-4c69-8062-0ec541988930,EUR,01t1I0000039KDgQAMEUR,true,c043c1cc-f28d-41fb-89b5-1ee4a79210d2,1013.8032430911194
08367da4-e68e-45ab-a1b4-122e08cdf4aa,GBP,01t4R00000O1XX3QANGBP,true,120fe777-5349-4012-8ac3-974e3c8eee57,12.615818683976737
0844855e-452b-4bc2-9c9e-da03636513a0,GBP,01t4R00000O1XWZQA3GBP,true,c15a7152-c7f6-4c5f-946f-75ada0391fcf,634.747011857553338304
086375d7-1bfb-440c-9ab1-878243376b61,EUR,01t4R00000O1XWkQANEUR,true,d7a875f1-1bda-4334-bfcc-dc3a4f33d342,447.74945313758209472362
0882531c-8419-4bf9-9654-b7a3576bb7b8,USD,01t1I000000JViEQAWUSD,true,134190ab-33f1-4eec-b593-9c8e4e547f86,2327.3363808889962
089ff5a3-f2a5-4a9b-9152-88a37ad14ede,EUR,01t1I0000039KDOQA2EUR,true,14c72aef-6d1b-412a-b594-d9154afe26b1,0.0
08a4ddbe-6147-4a79-aa99-88bd0056339e,USD,01t4R00000O1XXIQA3USD,true,09ff37cf-3a26-4207-b3da-87724a050222,70.716021820137404
08b71fc3-3c77-4da9-9528-30caac1f1219,EUR,01t4R00000O1XYgQANEUR,true,01508c7e-3014-4b30-9852-b67273c3c9cb,134.83156218500136
08c19ee5-2b5e-42d0-a4f9-e956edec27eb,EUR,01t1I000000JUW0QAOEUR,true,f6fc82fe-e681-48a9-ac59-2a26f2428a92,66.02116324440894
0919e70c-3467-42f1-ab91-de9ec8f68036,AUD,01t1I000000JVinQAGAUD,true,14882bbe-8db4-44ac-a94a-9285d8f1beb5,323.49975694357045
092e10aa-d358-4e9f-babf-fa9e10263a1c,AUD,01t4R00000O1XYYQA3AUD,true,4d39ea07-9e7b-47dc-8f2f-d499db80324c,5260.7963912182995
09922cfd-a664-4e63-84ed-56f847532d91,USD,01t4R00000O1XWhQANUSD,true,c6213570-14ae-4f40-94ad-ccfd207fc256,480.16178815873297316
09a53a45-d846-48ce-9ebf-ac2f594d71d6,GBP,01t4R00000O1XXQQA3GBP,true,97d6568f-4d8c-40a8-9ab7-af04a3ff05e0,28.2864087280549616
09c3c532-2522-41d4-84c5-bd451cef92ea,EUR,01t1I000000JUVwQAOEUR,true,660f2037-8734-4cda-b939-905e194c2192,69.01742193953699
09e65504-0588-43eb-b6f4-20c68b595d8b,GBP,01t1I000004NJh4QAGGBP,true,e8fc0332-6303-4368-926e-86605ef037f0,89.30075963611391
09ebe329-8cba-4443-8682-5f27f809d993,AUD,01t1I000004NJh6QAGAUD,true,32c2cd1a-426c-494a-b117-2e7e2fc52fd8,302.03615224622786
09ef30a2-fa97-4ea9-af65-c9979add34d6,GBP,01t4R00000O1XWgQANGBP,true,636a5450-17ce-4d4b-a242-b1e65bdb7d86,115.14040791081442
09f61d71-11bf-4480-8a4e-885431989dff,USD,01t4R00000O1XXWQA3USD,true,134190ab-33f1-4eec-b593-9c8e4e547f86,1892.3728025965104
0a027027-707b-4a1c-8391-dafb0b47c26d,USD,01t4R00000O1XWGQA3USD,true,4433dca7-141f-409d-915c-73bd623dd080,422.6299259132207
0a32fdae-e079-49f6-ab75-494ab8375413,USD,01t1I000000JgKVQA0USD,true,ee0ed6b6-563e-4174-9b52-5cc761ff4393,694.9596130990415
0a621d59-6df6-4487-9bb3-33302900ac19,GBP,01t4R00000O1XYYQA3GBP,true,4d39ea07-9e7b-47dc-8f2f-d499db80324c,3394.369047366595392
0a6fac9a-fff9-4a70-926c-519bbf1fe5e9,EUR,"#N/A",true,"#N/A",87.971635908286035318
0ac7a91e-dd6f-4eb4-b038-fb3185a2a1c9,GBP,01t4R00000O1XYGQA3GBP,true,f5fd4bd9-9648-47fe-9aee-83cfa815ea9b,1049.42576381083907536
0b0bf74b-2d4c-402e-9a81-4e414be1b91e,EUR,01t4R00000O1XWsQANEUR,true,f59e20fb-b31d-4e27-bf1c-de510c9bf47c,67.1802207291305338
0b19f611-8174-4d90-a498-84a270116fa3,EUR,01t4R00000O1XYNQA3EUR,true,9b335ebd-128e-4fee-8097-11a92faa81c3,0.0
0b376f09-6c59-4fc6-bb79-8ee332dc01bd,EUR,01t4R00000O1XYIQA3EUR,true,7187c547-16cc-4d69-89f0-7b0dcb925e80,1589.2146796205495
0b3838fd-44d5-49f1-bb5d-bbd9839ab136,AUD,01t1I000000JUVLQA4AUD,true,8a163235-4335-43af-9fb9-48ecdb69ee66,482.9969311038338
0b47d051-8bd3-402b-bfd3-0ee3d2b059b9,USD,01t1I000000JUVsQAOUSD,true,728d3c88-3855-4c86-96c3-18f841cf6708,1620.7861811589432
0b613111-f717-4617-9db4-c5f86556753a,EUR,01t1I0000039KDeQAMEUR,true,fc05e7cd-1dd3-44ac-a67f-86718e14e77d,567.1136926131262
0b69ddc4-80aa-4a42-9edd-7d79abfe9a5c,AUD,01t1I000000Kk2CQASAUD,true,7778e2a8-9a21-47ca-a426-6b9356f2cc1b,0.0
0b9aa07b-fa4f-40c5-bfa8-d43d706570fe,GBP,01t4R00000O1XXeQANGBP,true,2e03b79a-2210-4257-89bc-8390345dc542,0.5163142803667505
0bb262a5-4c72-4a19-b792-2d77a16c1c0d,USD,01t4R00000O1XWMQA3USD,true,9d3dab64-174d-4302-9aa3-aadcfe342931,159.111049095309159
0bb368cf-b328-42d0-887c-083388902c42,USD,01t1I000000JUVfQAOUSD,true,462b8c5f-b27e-4eab-966f-76ad463e251f,6.254636517891373
0bbb6f97-a681-4dca-88ae-3f868c1a9518,EUR,01t1I000000JUVzQAOEUR,true,80f0e5b4-4ed9-4f50-8c53-97fe1e532b3b,3152.5917967250753
0bc6f980-052d-4f18-b335-53d84bfca408,USD,01t1I0000039KEaQAMUSD,true,1e654a9e-9e39-4e0c-84d9-6f270841b9fb,224.0523840118658
0c0b6bd1-224e-4011-a819-14309c98c673,AUD,01t1I0000039KDTQA2AUD,true,af2d9b54-fb22-41fe-a86c-44ac1460832d,14.018322800888054
0c25f974-c81c-413a-8ccb-465d9f0263cc,USD,01t41000003t8iXAAQUSD,true,"#N/A",24.27646560731915391
0c5152b6-a5e3-472e-9fcc-b6fa04480de3,EUR,01t4R00000O1XX9QANEUR,true,2565b386-2ea6-41ea-bcb1-95dbe6be37e1,133.688639250969762262
0cddb03c-9636-4d2c-9445-e85482e6fa12,USD,01t4R00000O1XYlQANUSD,true,32c2cd1a-426c-494a-b117-2e7e2fc52fd8,212.148065460412212
0d15ace4-6d70-4d53-9e2f-bae02c375e67,EUR,01t4R00000O1XWEQA3EUR,true,a760c6a7-9226-4ada-a75b-48f58e8b258e,1029.872783777571083154
0d1e534c-edaa-4ab9-9285-8df5abd3d663,USD,01t4R00000O1XXjQANUSD,true,8ad5e0cb-d181-4e1e-a404-c8ce827c7a2f,0.0
0d2f65f5-0d4c-4efb-970f-90cd31bd0415,USD,"#N/A",true,"#N/A",92.60172200872214244
0d322fe4-b215-49a5-8956-76ee6a990f10,GBP,01t4R00000O1XXhQANGBP,true,7778e2a8-9a21-47ca-a426-6b9356f2cc1b,0.0
0d353292-bfc8-4765-b3ec-2fd068b7f02a,USD,01t4R00000O1XYnQANUSD,true,fa74b738-a5c1-4aa5-8142-4e8eb2ca4c12,3469.3501380936027
0d59c6ca-2743-4bb3-8224-0d9a8d8cb9e1,AUD,01t4R00000O1XXQQA3AUD,true,97d6568f-4d8c-40a8-9ab7-af04a3ff05e0,43.83996992681916
0d736012-be5c-4f60-9d3b-c52a8b5e0a4f,GBP,01t4R00000O1XWxQANGBP,true,14c3a032-2a17-4fb5-bf6f-35afba74c178,7.569491210386042
0d98840d-c2a8-474f-b265-85aa055a5a47,AUD,01t4R00000O1XWHQA3AUD,true,9c7c3729-4c4e-4c0a-a1ed-5c4a6eaaf85f,796.191689672927031636
0de5ebf0-64da-4a64-b5d7-f6fb857696dd,AUD,01t1I000000JUVqQAOAUD,true,3623b53e-7881-4437-b335-1dde970550df,1931.9877244153352
0e19f911-fac3-44bc-ae45-571a08fa7d63,USD,01t1I000000JVhzQAGUSD,true,8a4023eb-733b-4e5f-acdf-60b9469a768e,193.94469840741635
0e1ea0a2-9b44-4d4a-a81b-0c3216a34310,EUR,01t4R00000O1XYhQANEUR,true,1b84bff7-67f7-4583-9890-134810144cf1,314.60697843166986
0e3a2e37-1a36-4314-9019-13d40b3c67d2,USD,01t4R00000O1XXKQA3USD,true,660f2037-8734-4cda-b939-905e194c2192,70.716021820137404
0ee3afd8-8f83-4dcc-8200-4567598d8bdc,EUR,01t41000003Wkb1AACEUR,true,"#N/A",32.281658066111445565
0eeee280-062d-4732-8fdf-df6eda291b7a,EUR,01t1I0000039KDYQA2EUR,true,7bb72fbf-6c76-4f1e-b265-ab488af9c2d3,117.18138677776096
0ef74242-5c04-4c8a-a375-8afad1f39566,GBP,01t1I000004NJguQAGGBP,true,fa74b738-a5c1-4aa5-8142-4e8eb2ca4c12,3118.8692185997998
0f1651a2-ad0d-4fa9-940b-74e8cf6a46fa,USD,01t4R00000O1XY1QANUSD,true,c043c1cc-f28d-41fb-89b5-1ee4a79210d2,972.769596157810129424
0f5bdc37-4292-4088-a1c7-c0268aaba137,GBP,01t4R00000O1XYeQANGBP,true,a104a592-5778-4bb6-9fa3-04dfb953226c,126.15818683976737
0f64d544-9acb-48be-acf0-a35c9cabc53b,EUR,01t4R00000O1XWCQA3EUR,true,a872974e-d1d5-4801-98c8-f958f4908d9f,19.482264011447854802
0f6df2d4-5101-4d9f-97b2-2b72606c6bde,USD,01t1I000000JUVUQA4USD,true,14c3a032-2a17-4fb5-bf6f-35afba74c178,10.424394196485622
0f713399-b91d-45c8-8c1b-c481e0ca7b0d,USD,01t4R00000O1XYOQA3USD,true,f8046556-8ae6-46ca-9cd8-a6f641816524,15138.982420772083
0f7164f9-665c-4824-af27-323237732ac7,USD,01t1I000004NJgrQAGUSD,true,70d5e872-c19c-4be6-afd4-8807cd731e53,3283.116163092423
0f95505e-68cc-41db-b91c-a18a74f8d799,USD,01t4R00000O1XYiQANUSD,true,7d9b4d6f-83fb-48bf-a04d-5731b7844f1a,371.259114555721371
0fb17353-a2e3-4111-981f-6ca95819d6c7,AUD,01t1I000004NJglQAGAUD,true,d7bc575e-eba6-4927-af69-307b6950f943,24.631978487805238
0fe5188f-b954-4e47-b924-d599c7e2a652,GBP,01t4R00000O1XWvQANGBP,true,50e615d5-cc25-47cb-8af0-5dd8d954dffe,10092.654947181389
101ea5f2-28d5-40c7-85ec-362166b6be1b,AUD,01t4R00000O1XY4QANAUD,true,126e4393-c268-44ac-96e6-8f046ca86225,1769.31486593983784808
104629f0-e750-4383-8476-0618858abe7a,USD,01t4R00000O1XYkQANUSD,true,5fc62811-3e6c-491f-8f04-67c3ea5680db,94.61864012982552
1055861b-1f6f-4714-819d-f75ae961779e,EUR,01t4R00000O1XWtQANEUR,true,c09be5db-82f2-482d-ba5f-98b6d754e3a8,67.1802207291305338
1069ccb7-5369-4f0c-9eef-963b8c65e854,EUR,01t4R00000O1XWxQANEUR,true,14c3a032-2a17-4fb5-bf6f-35afba74c178,9.523914949176627
108eb51d-ff71-4180-bf81-e50416d740dc,EUR,01t4R00000O1XWrQANEUR,true,f3bda016-f62a-4299-8c59-61914b89418d,59.9251387488895
10abae64-6dec-45d2-b504-88a20ed89353,AUD,01t4R00000O1XYFQA3AUD,true,472455fc-798a-4794-bc42-8ff6d1696613,471.817297583956759488
10d89cf1-5df8-4b6b-b46f-88c0b4328eb6,EUR,01t4R00000O1XWWQA3EUR,true,04f976eb-9a78-4af7-bb37-5a97f896f9f8,314.60697843166986
10dfcd70-be8a-459b-8b89-8b7a1d821695,USD,01t4R00000O1XYWQA3USD,true,3f698810-9057-478b-8e35-b24c9fc3374a,707.16021820137404
10e59ff6-1b13-4719-be4d-85f5c9cfa414,GBP,01t4R00000O1XYRQA3GBP,true,926fe7ea-bde3-4cad-8ae4-d29bd9e9fde6,0.0
10eb5d22-072c-4c2a-ae18-996a0cb26619,GBP,01t4R00000O1XY6QANGBP,true,5fb5a3e4-3f4d-484d-abf3-1eb0a5b313a1,225.725541649878593568
10f08ad7-f5ae-476a-ae25-cb498ab9ff33,EUR,"#N/A",true,"#N/A",853.91169624419853231
1112bb7c-e6c9-4c15-adf3-50b5683205ea,USD,01t4R00000O1XY4QANUSD,true,126e4393-c268-44ac-96e6-8f046ca86225,1135.4236815579063
11220684-6bac-4db5-ae1f-aed0d7aa5655,AUD,01t4R00000O1XWQQA3AUD,true,f1293b13-181f-43d6-95f0-8820ace7b1b3,1139.2421831245955921804
11534f7f-bf55-4dfe-a189-2e74a166618a,AUD,01t4R00000O1XY9QANAUD,true,61ad1bd6-9e79-4174-b9ad-e3b03c5c3044,758.4314797339715
11bae570-ecaf-42a2-8b24-317c555b8252,USD,01t4R00000O1XXJQA3USD,true,d54b1f13-d7b6-4904-beec-1d5f30796ca5,8485.92261841648848
11de5ba2-94d1-4d47-9732-9bd27a170e8e,GBP,01t1I000000JUVZQA4GBP,true,1b0b6b7f-5357-4c12-8868-863d2bf11b14,1111.9353809584663
11eb7994-2c1b-4adf-9ed5-cbe9aa9b48d9,AUD,01t1I000000JUVfQAOAUD,true,462b8c5f-b27e-4eab-966f-76ad463e251f,8.693944759869009
120bff99-457b-4fa5-b386-6de337dce89f,EUR,01t4R00000O1XXBQA3EUR,true,5ffa7078-a48b-4b8a-9849-6f1b767eeec3,299.6256937444475
12111ec2-e20e-45ba-8225-9d730c3635f1,GBP,01t4R00000O1XXaQANGBP,true,c2e0c529-b2e7-45f9-9e39-521b4a5a2f15,113.1456349122198464
124dc6f4-336c-40b2-bad7-a53ddcf95914,GBP,01t1I000004NJgtQAGGBP,true,73e51c84-8158-44bc-a7b2-0eb1255dabb8,4820.070610563327
125aa376-8446-4208-8b36-7c6c62246355,AUD,01t4R00000O1XWRQA3AUD,true,fc05e7cd-1dd3-44ac-a67f-86718e14e77d,756.3821051892806800542
1271ea7f-9ebb-47d6-9f71-2c87f3458841,USD,01t4R00000O1XWaQANUSD,true,b504e1f8-9d58-411c-8999-1d4c70a638b7,1419.2796019473828
12811dc1-f4e4-43a1-b7bd-6c0fa9525cad,GBP,01t4R00000O1XXtQANGBP,true,9d119168-896c-45f7-92f1-1ff19bab8acf,20.366214284199572352
1293ea89-824f-4d9f-abab-5504b2fdbc5f,USD,01t4R00000O1XWYQA3USD,true,1035d421-d0aa-45f8-b65e-7991c5197af5,929.1550460748866
1299389c-6d2c-4e1b-b38e-62d35944e496,GBP,01t4R00000O1XXcQANGBP,true,83cadbc0-2df8-4f50-b051-518adc9ee839,126.15818683976737
12c0992e-cfae-4151-ac23-66a2cdc8a81e,EUR,01t1I0000039KDrQAMEUR,true,d7a875f1-1bda-4334-bfcc-dc3a4f33d342,491.1963677579239
12c0d432-144a-42c6-ad95-4a87230f29af,USD,01t4R00000O1XYfQANUSD,true,d4b09591-a66a-4f77-bdd8-ad3df4ff32df,63.079093419883684
12d22bc6-3b2c-4323-a792-4f491fb4a6b3,GBP,01t4R00000O1XXSQA3GBP,true,8b298ee8-15cb-44fa-b157-a91802c6649a,4.599830366286304
12e260e2-4fac-4bbf-b62c-68a16247f8d3,USD,01t1I000000Kk2HQASUSD,true,bdbf266e-fd4e-4ebc-ac9f-9641869076bd,0.0
12ffbf14-bddf-4c9f-b255-6f4d265c8e73,USD,01t4R00000O1XY6QANUSD,true,5fb5a3e4-3f4d-484d-abf3-1eb0a5b313a1,282.15692706234824196
132c3d5c-d3ab-4987-8b7f-3e6ee031ce65,AUD,01t4R00000O1XXiQANAUD,true,bdbf266e-fd4e-4ebc-ac9f-9641869076bd,0.0
1349c476-8eb3-47d5-b435-a5c51198bf99,GBP,"#N/A",true,"#N/A",1.24102405535558064
136749c4-c022-4fc4-94b7-ddee9f3cbbb7,GBP,01t1I0000039KDRQA2GBP,true,50adc125-1d8e-4947-9e9e-485210c5af7e,0.0
139c1392-1754-4591-924e-869d31a5b808,GBP,01t1I000003hDNPQA2GBP,true,af8aec49-2e9a-4cdf-8efb-093fff14d741,2779.838452396166
13a330d1-fd5d-4228-9f5f-969668e93f62,USD,01t4R00000O1XYhQANUSD,true,1b84bff7-67f7-4583-9890-134810144cf1,371.259114555721371
140e7937-913b-466f-8f61-e19dde6f44ea,AUD,01t4R00000O1XXGQA3AUD,true,728d3c88-3855-4c86-96c3-18f841cf6708,2457.381758249774789
1421709f-7c94-4628-878e-ac4ad9661cc7,EUR,01t4R00000O1XWjQANEUR,true,6cf224a1-eae0-453f-9773-b11bb406b094,299.623784451922180748
14228108-c30f-43cc-be65-1376ff70451a,AUD,01t4R00000O1XYhQANAUD,true,1b84bff7-67f7-4583-9890-134810144cf1,516.05016923245270569
14279f3d-bd35-4ca4-b776-b6677184c453,EUR,01t1I0000039KDkQAMEUR,true,c15a7152-c7f6-4c5f-946f-75ada0391fcf,826.9026161298603
1446bac2-d6ff-4297-a883-6360268b98b1,EUR,01t4R00000O1XYGQA3EUR,true,f5fd4bd9-9648-47fe-9aee-83cfa815ea9b,1246.19309452537140199
1449253d-1aaf-4a87-8b17-a886587550f2,USD,01t4R00000O1XW5QANUSD,true,88b634df-f1af-4105-b747-f3e5196e1edb,7071.6021820137404
148db212-d81d-47a7-8411-d086986a793a,AUD,01t4R00000O1XWWQA3AUD,true,04f976eb-9a78-4af7-bb37-5a97f896f9f8,460.3196842316012
14b10ae3-2805-497b-a05f-bf6b4dcc425a,AUD,01t4R00000O1XWFQA3AUD,true,aba91f80-c2aa-4f0c-9151-f39d57807826,221.83024782970494
14c5cb88-44b7-49de-b574-e6f70ce4d85c,USD,01t4R00000O1XYNQA3USD,true,9b335ebd-128e-4fee-8097-11a92faa81c3,0.0
14d7c2ea-c2db-44ed-ab51-760c80ad7f26,GBP,01t4R00000O1XXAQA3GBP,true,e9755972-033d-4047-afb6-6ba477451567,201.3484661962687
14f00c75-e46b-470b-8dbc-036041532547,GBP,01t4R00000O1XY7QANGBP,true,1e654a9e-9e39-4e0c-84d9-6f270841b9fb,169.152724193768670368
14f8f8cf-356a-4dd8-ab8f-afc1e1abeef9,USD,01t1I000004NJgxQAGUSD,true,6f7850b8-33de-4402-8c55-165f1b447820,9192.725256658785
1521563c-a7ce-477f-a870-105570558d82,USD,01t4R00000O1XWYQA3USD,true,1035d421-d0aa-45f8-b65e-7991c5197af5,1041.64700141062396092
1546789b-aa59-494f-a253-525d5dd44f7e,GBP,01t4R00000O1XWuQANGBP,true,44d268b2-2506-4b82-bf0e-48e2a5121d9c,56.5728174561099232
156d6b90-b6dd-478e-bfc0-0a7418e56307,EUR,01t4R00000O1XWYQA3EUR,true,1035d421-d0aa-45f8-b65e-7991c5197af5,882.6972937711423
156ffd20-e02c-4d53-863e-8101b5f77d60,USD,01t4R00000O1XXJQA3USD,true,d54b1f13-d7b6-4904-beec-1d5f30796ca5,7569.4912103860415
157fb823-71f2-4f78-b777-6a7f065fa75e,USD,01t4R00000O1XXMQA3USD,true,8871abed-cf32-4621-8f28-c7519695fb2f,126.15818683976737
158f7575-760b-4d00-869b-4fedd6140619,EUR,01t1I0000037v84QAAEUR,true,66973606-e9b9-4f41-bacd-48e4878af41f,0.0
15ac23ea-59ba-4c62-8ae5-5716bbf6718c,USD,01t1I000000JVbdQAGUSD,true,66973606-e9b9-4f41-bacd-48e4878af41f,0.0
15bcd55a-879c-498f-927c-b21053415cd3,EUR,01t1I000000JVhuQAGEUR,true,f6cd576b-77c5-4404-ab53-17caa771da15,3763.4934104170393
15dee01f-1881-44e1-88d1-ebeaa5d260d8,USD,01t1I0000039KDPQA2USD,true,38db2d02-9149-4f7e-946f-c3e0ef1a756d,196.27203478830535
15e102f0-659b-4b8a-82da-0539a00aa9c7,GBP,01t1I000000JUVWQA4GBP,true,d84d71b5-19f7-4a24-8008-0372772f6af8,27.79838452396166
